,Date,User Account,Scores,Review,Label,Aspect
779,15/07/2019,vemi allen,4,nice,1,USEFULLNESS
780,14/07/2019,vini aviatiningsh,5,easy application,1,SYSTEM
781,14/07/2019,Lin Xue,5,good,1,USEFULLNESS
782,14/07/2019,M Yahtadi S,5,continued success hopefully assets,1,USEFULLNESS
783,14/07/2019,Ardy Tan,5,fruit nice nice,1,SERVICE
784,7/14/2019,Hamzah Ramadhan,2,ovo payments still often error,0,SYSTEM
785,13/07/2019,Ruslan,3,fun shop fruits without leave house needs repaired information status current application even though paid testimony still waiting payment look status detail clicking current status want view current status suggested application display history booking thanks,0,USEFULLNESS
786,7/13/2019,johan halim,2,quality fruits far better,1,SERVICE
787,11/7/2019,Muhammad Dico Priatama,1,middlemen changing conventional modern middleman wrote help technology certainly price farmer impossible much saturated,0,SYSTEM
788,10/7/2019,Ama Muzni Mahmudi,1,added basket always empty response error whether bcs location far error notification please fix,0,SYSTEM
789,9/7/2019,adi nugroho,5,great helpful applications,1,USEFULLNESS
790,9/7/2019,Yuli Wahyu,4,good,1,USEFULLNESS
791,6/7/2019,DNF DNF,5,easy simple use,1,SYSTEM
792,6/7/2019,Putri RA,5,keep improving,1,SYSTEM
793,6/7/2019,Sitshae Channel,5,really good,1,USEFULLNESS
794,6/7/2019,Siske Annisa,3,good enough see process orders order info updates always late,1,SYSTEM
795,5/7/2019,dr. Lydia Trisnawati,1,want order paying difficult improvement since complaint,0,SERVICE
796,4/7/2019,Dyno BST,4,late late responseand answered email without solution better faster service,0,SERVICE
797,1/7/2019,xoxindy,5,got recommendation president presidential debate hahaha satisfied really use services tanihub already cheap free postage fresh despite limitations product possible many buyers huh hopefully future lot demand supply yes continued success indonesian farmers,1,USEFULLNESS
798,1/7/2019,Karim Jonosisworo,3,every time want pay loading endless,0,SYSTEM
799,28/06/2019,Siska Haibah,5,great applications support local farmer products fresh competitive price products arrived fast less hours,1,USEFULLNESS
800,27/06/2019,Kevin Adi Suryantono,3,nice want list verification emails ill application always reload initial time going enter verification code,1,SYSTEM
801,25/06/2019,Adi Satrio,5,nice hopefully bridge farmers consumers,1,USEFULLNESS
802,25/06/2019,Fahreza Akbar,1,repeatedly failed transactions,0,SYSTEM
803,24/06/2019,Annisa Purbandari Fauzia,5,really fresh vegetables always satisfied purchased often promo well lazy market deh,1,USEFULLNESS
804,23/06/2019,heny yandi,1,order two really dissappointing two days clarity status processed packaged email response ask cancellation dicuekin vegetable shopping practical even trouble ultimately shopping market hell responsibilities tanihub professional anyway minimum email response money still stuck eg goods sent clear eg co jk,0,SERVICE
805,23/06/2019,BLUE OCEAN,1,make payment pick transfer loading application continues eventually canceled purchase,0,SYSTEM
806,22/06/2019,Fahri Haryudi,1,romp confirmation email login fitting must fill confirmation code email email go back application must rewrite user name password fit contents code written like already expired unauthorized whereas fewer seconds u uninstall still wondering actually,0,SYSTEM
807,21/06/2019,Zansabilla Setyabudi Cahyana,3,help,0,SYSTEM
808,19/06/2019,Nurfitri Handayani,1,alhamdulillah order days waiting customer service also difficult contact provide certainty time goods arrive also arrival goods night normal time send goods enough know gave suitable working rhythm jkt already fore fixed thank,0,SERVICE
809,19/06/2019,Abdullah Aljufri,1,really original application buy vegetables already two days vegetables dont know goes,0,SERVICE
810,18/06/2019,Shuyo,5,ill bs registration many times first tried use gmail account time but failed timeout tried register email application also email alert taken tried login email ill also trying forgot password sent email tanihub trying use yahoo account bolt happening please rectifiable thanks edited thanks explanation sdh retrievable log make purchases far responsive good fruit,1,SYSTEM
811,18/06/2019,Eri Kusnanto,4,nice,1,USEFULLNESS
812,16/06/2019,iqbal rubiyanto06,5,ok,1,SYSTEM
813,16/06/2019,Flagna Blitz,5,great,1,USEFULLNESS
814,16/06/2019,Agnes Kurniawan,3,notion available already ordered available long wait also payment long way connection,0,SYSTEM
815,15/06/2019,fera jill,5,come support farmers indonesia,1,USEFULLNESS
816,15/06/2019,Goeij daijiro,5,makes easy shop help farmers sell without intermediaries best,1,USEFULLNESS
817,15/06/2019,evan chandras,5,let support indonesian farmers,1,USEFULLNESS
818,15/06/2019,allienkhouw0206 c. .m. khouw,5,good,1,USEFULLNESS
819,14/06/2019,Muhammad Effendi,5,catalyst future indonesian agriculture continue tanihub success future,1,USEFULLNESS
820,14/06/2019,Cathrine Widjaja,1,incoming payment always loading,0,SYSTEM
821,13/06/2019,Istiana Mediyanto,5,application interesting quite easy use registration process easy convenient shopping jg although belongings still limited dg offer several alternative payment process simplified drawbacks updating process payment shipping pp realtime today order pay arrived tomorrow afternoon rmh although order status still process condition goods vegetables fruits nice prices relatively cheaper supermarket interesting reply free delivery,1,USEFULLNESS
822,6/13/2019,Sonny Kurniawan,2,tanihub problem want payment still loading since yesterday,0,SYSTEM
823,12/6/2019,Agus Chahyadi,1,first transaction successful following transaction always failure continue payment,0,SYSTEM
824,12/6/2019,naomi retno,1,list tried times confirmation email can't entry emails,0,SYSTEM
825,10/6/2019,Edwin Setiawan,5,indonesian farmers go ahead,0,USEFULLNESS
826,9/6/2019,Abdullah Abdul Malik,1,open application,1,SYSTEM
827,2/6/2019,dhiya sholiha,4,tanihub gives chance buy things local farmer markets gives vareties shopping local markets vegetables fresh takes hours deliver application bit slow loads much,1,SERVICE
828,2/6/2019,pujo purwono,4,pretty good,1,USEFULLNESS
829,2/6/2019,Mochamad Hanafi,1,first experience unpleasant severe payment system clearly truncated legible unpaid balances pending ordered items cancel one support farmers sorted payment system like case completed orders received clear uninstall learned lesson,0,SERVICE
830,1/6/2019,Andrew Sulisthio,5,good application domestic environment competitive price especially mushrooms chicken based products great delivery well packaging excellent product quality,1,SERVICE
831,1/6/2019,Speedy Okidoki,5,okay cheap and express delivery home mountains buys kg onion still shipped keep good work,1,USEFULLNESS
832,1/6/2019,Alienda Sophia,5,good,1,USEFULLNESS
833,1/6/2019,layyunie kurniawatisugio,5,like,1,USEFULLNESS
834,1/6/2019,Kartika Sari,5,good stuffs,1,SERVICE
835,1/6/2019,Sri Wahyu Widyastuti,3,still need lot improvement hopefully future easily,1,SYSTEM
836,31/05/2019,Lidya Dewiana,3,problem practically payment expired alhamdulillah goods shipped fruits nice lump buy bananas kepok drawings come mateng pas still green yes already gakpapa suggestions application add review button know fruits ordered good thank,1,SERVICE
837,31/05/2019,ario triguna,1,jakarta available chaotic,0,SERVICE
838,30/05/2019,Awais Afzal,5,plans operation pakistan,1,SERVICE
839,29/05/2019,ratna puspita dewi,5,application facilitate shopping groceries useful could better tracking drivers thanks,1,SYSTEM
840,5/28/2019,Ina Fs,2,application heavy alternating crash uninstalled,0,SYSTEM
841,27/05/2019,Syifa Nauval Muftia,5,happily shopping vegetable meat via tanihub satisfied service quality goods always success,1,SERVICE
842,27/05/2019,Adhika Winanda,5,steady application ux ui really good good luck continues indonesian farmers,1,SYSTEM
843,25/05/2019,Muhammad Iswan,1,product selected always blank white color please repaired,0,SYSTEM
844,22/05/2019,Yessy Catherine,5,good,1,USEFULLNESS
845,21/05/2019,Joko Siswanto,1,bad failed transaction canceled,0,SYSTEM
846,18/05/2019,Marietta Subekti,5,products good better shopping pilihin price cheap produce cheaper supermarket packaging really good delivery packaged wear thick carton unfortunately packaging still use plastic products cling wrap using better paper reducing garbage fast delivery shopping dawn already delivered easy application payment also easy minus lacking lot variety also tired hour anyway really cool shopping,1,USEFULLNESS
847,18/05/2019,Lea Setjo,5,loves shopping tanihub advice love ya please reduce plastic may future replaced banana leaves environmentally friendly,1,SERVICE
848,17/05/2019,Leon gaming,5,love supporting local farmers great application,1,USEFULLNESS
849,17/05/2019,Christian Ticoalu,4,may give advice yes add feature making favorite items wo bother looking favorite item,1,SYSTEM
850,16/05/2019,MATA USAHA BDC,4,good,1,USEFULLNESS
851,16/05/2019,Puangna Kalla,3,hefty price competitive needs supplemented variant goods meat example,1,SERVICE
852,15/05/2019,Eyo 99,5,magically embodied ideals desires,1,USEFULLNESS
853,15/05/2019,Fenita Asnatari,5,hours goods order came champ really satisfactory,1,SERVICE
854,14/05/2019,Arief Rahman,5,fresh fruit hopefully stronger penetration,1,SERVICE
855,12/5/2019,clara cicilia,5,vegetable fruit shopping easy free shipping also area jogja lack items mainly fish meat chicken,1,SERVICE
856,11/5/2019,bariami valensia,5,try first order area city first impression cool affordable prices market quality excellent groceries packed thick cardboard egg put small cardboard box safe fast delivery also responsive customer service definitely repeat order future,1,SERVICE
857,11/5/2019,Nurdin nazar,5,great application unfortunately item less variants well amount less item wholesale hard reduce minimum number,1,SERVICE
858,11/5/2019,Dina Fatimah,5,easy open application loading time price also relatively affordable still little tani product types varied yes,1,USEFULLNESS
859,8/5/2019,Imelda Eva,5,application buy vegetables fruit quality,1,SERVICE
860,8/5/2019,rony nugros,3,little choice continue make updates forcing ca update entry great free shipping,1,SYSTEM
861,6/5/2019,oei satuan,5,good,1,USEFULLNESS
862,6/5/2019,Andri Suhandar Udatya,5,good service,1,SERVICE
863,5/5/2019,Yeny Lie,5,good vegetables fresh fruit,1,SERVICE
864,26/04/2019,Reinita Anggrining,5,application help lazy shopping market easily also directly help local farmers good job tanihub hopefully continue grow,1,USEFULLNESS
865,23/04/2019,Sohibi Friendly,1,seems large companies trade looks farmers rice wrote many farmers planted three,0,SERVICE
866,22/04/2019,Fans of K-POP,3,facility ask buying competitors quantities mentioned customer service without explaining weight,0,SERVICE
867,4/20/2019,Rani K. Tirtoatmodjo,2,lately dissapointed tanihub early use application goods comes nices things good shipped especially fruits,0,SERVICE
868,20/04/2019,M K,1,banana orders sent state decay replaced many skin conditions peeling rupture already lazy message uninstall,0,SERVICE
869,18/04/2019,Jongky Santosa,5,combine tradition innovation tanihub application innovative really farmers directly really radical case positive reply could help farmers able sale value competitive price service hours incredible hopefully forwards stay way even better thanks indonesia tanihub,1,USEFULLNESS
870,17/04/2019,Angela Claudia,3,sale much much exhausted especially location bandung,0,SERVICE
871,16/04/2019,Super Family,5,buy fruit vegetables easy breaking sweat hot free shipping,1,SERVICE
872,15/04/2019,Zafiresa Dq,1,actually like application eager buy turned bekasi region yet available bekasi pity,1,SERVICE
873,4/13/2019,Sunarta Suen,2,starting price expensive cheaper pitchman,0,SERVICE
874,12/4/2019,Liand Dalero,5,good,1,USEFULLNESS
875,12/4/2019,del Babo,5,helpful,1,USEFULLNESS
876,3/4/2019,Novi Ratna Sari Purnomo,5,easy use good quality goods fast delivery free shipping cost like,1,SERVICE
877,2/4/2019,Super User,5,price cheaper market buy rice boxed neat packing matter hours goods arrive connected directly farmers amazing,1,USEFULLNESS
878,30/03/2019,Fadhli Syamsuddin,1,restricted area,0,SERVICE
879,26/03/2019,Hao Cuan,5,good hope product tofu tempeh beef included tanihub,1,USEFULLNESS
880,25/03/2019,Arya Wirawan,1,would purchased,0,USEFULLNESS
881,25/03/2019,Chep Guna,1,ready hr inventory launched,0,SERVICE
882,3/24/2019,Monica Hong,2,first order good fruit next order many foul almost kg rotten avocado suck,0,SERVICE
883,23/03/2019,Oktavia Ayu Permata,5,interesting,1,SYSTEM
884,21/03/2019,Bayu Wicaksono,1,application clear send depok close application,0,SYSTEM
885,20/03/2019,Nur Fadhilah,3,sorry currently maintenance huh open,0,SYSTEM
886,20/03/2019,A Google user,1,go profile enter address delivery application immediately restart two things mentioned hp used xiaomi telkomsel provider,0,SYSTEM
887,13/03/2019,rizki hendrawan,5,cool applications,1,SYSTEM
888,13/03/2019,Olivia Saraswati,1,log list accounts login enter register account email notification applicationears already registered check email also notification whatsoever,0,SYSTEM
889,9/3/2019,Alroy Winarto,5,good,1,USEFULLNESS
890,9/3/2019,ayu analita,5,good,1,USEFULLNESS
891,8/3/2019,Prasetyani Dwijayati,5,ux simple helpful busy work shopping moreover create empower local agricultural products hopefully growing yes awaited ios version,1,SYSTEM
892,8/3/2019,Wilda Alvernia,5,helpful nice fruit loved,1,USEFULLNESS
893,8/3/2019,irwan armanto,5,innovation agribusiness,1,USEFULLNESS
894,8/3/2019,A Google user,1,limited delivery area,0,SERVICE
895,7/3/2019,voN Do Things,1,says jadetabek turns go shopping jadetabek application application jakarta,0,SERVICE
896,6/3/2019,Ruki Chan,5,fast delivery good stuff hopefully future fruits vegetables fish meat,1,SERVICE
897,3/6/2019,Amantius Ie,2,promo buy kg mangosteen pieces nice others rotten menus review wrote,1,SERVICE
898,5/3/2019,April,5,wow thanks lot tanihub orderred fruits delivered good condition delivery timen booking hours friendly drivers packaging also safe thanks lot tanihub helps really lazy buy fruit,1,USEFULLNESS
899,5/3/2019,achmad anjesgo,5,successful,1,SYSTEM
900,4/3/2019,Hastriratna Hastriratna,5,new day dateng goods awful avocado butter indonesian farmers living,1,SERVICE
901,3/3/2019,Rudi Hadianto,1,application refused kept grounds unstable connection whether os support android jelly bean gb ram,0,SYSTEM
902,2/3/2019,purwoko anugro,5,useful application customers good choosing fruit market fruit store,1,USEFULLNESS
903,1/3/2019,Luluk Eka,5,first order really quick arriving free sis hopefully prosperous tanihub yes variants plus fruit vegetable seeds,1,SERVICE
904,28/02/2019,Angky Anggodo,5,really liked youth save indonesian farmers extinction farmers,1,USEFULLNESS
905,28/02/2019,Iti Sby,5,easy nice color display,1,SYSTEM
906,28/02/2019,helmy aulia,5,want learn make rich like,1,SYSTEM
907,28/02/2019,Jumailiana Iwan,5,great,1,USEFULLNESS
908,28/02/2019,Coco Yuri,4,love sometimes take delivery times,1,SERVICE
909,28/02/2019,Roselina Effendi,4,information status updates delivery purchase enough fast enough pieces sometimes less good purchased example ever bought yellow watermelon turns rotten watermelon inside would better case fruit quality well overall application quite helpful,1,USEFULLNESS
910,27/02/2019,A Google user,5,process fruits quick delivery,1,SERVICE
911,27/02/2019,A Google user,5,happily shopping easy cheap fun application free sis let support local farmers,1,USEFULLNESS
912,26/02/2019,Yosep Andy,5,try today order two items different orderid delivered less hours good product quality glad finally ecommerce farmer focus environment believe next unicorn fast keep going tanihub dont hesitate guys need help,1,USEFULLNESS
913,26/02/2019,putra wahab,5,great paid late yesterday surprisingly next day afternoon fruit reached home,1,SERVICE
914,26/02/2019,A Google user,5,tanihub steady ya developer feedback applicationear hours ordering information delivery hours hours completed recipient name somewhat less information date,1,SERVICE
915,25/02/2019,Bayu Theo,5,beautiful applications,1,SYSTEM
916,25/02/2019,GANDIL TV,5,still good interface may expanded delivery area deh success always tanihub,1,SERVICE
917,25/02/2019,The FD,5,much easier find some kinds fruit vegetables qualities good insyaallah,1,USEFULLNESS
918,25/02/2019,A Google user,4,good prospective,1,USEFULLNESS
919,25/02/2019,Radityo Atmojo,4,great application helping farmers hopefully future variety fruits vegetables bought wider territory,1,USEFULLNESS
920,25/02/2019,Abdul Hakim,1,said delivery area already include jadetabek shipping area option depok tangerang bekasi jakarta like shopping application added customer service phone complaints email accommodating question sorry asked thank,0,SERVICE
921,24/02/2019,jatmiko yo jatkomik,5,cool thanks long live pak tani indonesia,1,USEFULLNESS
922,24/02/2019,Dolly S,5,unique platform connecting needs fruits farmers keep young man,1,USEFULLNESS
923,24/02/2019,purwoko medianto,5,nice application,1,SYSTEM
924,23/02/2019,Dee Wee,5,helpful price affordable aka cheaper online shop market,1,USEFULLNESS
925,23/02/2019,Fenty Pardede,5,good products low prices service satisfactory,1,SERVICE
926,23/02/2019,A Google user,5,easy use,1,SYSTEM
927,23/02/2019,A Google user,5,please immediately propagated territory also reach total items,1,SERVICE
928,23/02/2019,Kidido Play,5,peasant life,1,SERVICE
929,23/02/2019,Adam Azano Satrio,4,nice concept good execution good ui ux still need applications hope product elevate farmers indonesia,1,USEFULLNESS
930,23/02/2019,Jacquelyn Valencia C,3,application can't opened,0,SYSTEM
931,23/02/2019,Mia Mintarsih,3,cool could let live chat easier communication,1,SYSTEM
932,2/23/2019,Theodofilius Hasiholan,2,ordered papaya fruit guess ripe papaya papaya turns initially satisfied ended dissapointed quality fruit still immature,0,SERVICE
933,22/02/2019,Christine Ayu Lagonda,5,application helping us busy worker,1,USEFULLNESS
934,22/02/2019,Andrew Christian,5,cool neat packaging,1,SERVICE
935,22/02/2019,Leonardus Ragil,5,nice application,1,SYSTEM
936,22/02/2019,Somihardi Rahardjo,5,good idea,1,SYSTEM
937,22/02/2019,Regina Adela,5,good,1,USEFULLNESS
938,22/02/2019,linda elisetia,5,vegetable shopping easier,1,USEFULLNESS
939,22/02/2019,Lfarida 2203,5,success continued ya cool application,1,USEFULLNESS
940,22/02/2019,Novianty Carollina,1,heck almost week ordered goods never came call center contacted addition email info abt item let alone reply complaint email addressed also read hub farmer instagram promo mangosteen complaint eat little also ordered come yet may come sleazy please add note column customer also leave notes,0,SERVICE
941,22/02/2019,christina ajeng,1,opened ya,0,SYSTEM
942,21/02/2019,ng id,5,island java installed available sumatra hopefully future reached sumatra particular aceh,1,SERVICE
943,21/02/2019,Devita Sonya Veronica Simatupang,5,cool product ordered great received satisfied thanks tanihub jokowi,1,SERVICE
944,21/02/2019,MIMI tjoa,3,must included tel reply contacted via home application track orders,0,SYSTEM
945,21/02/2019,zema zein,1,open application regretted downloading application,0,SYSTEM
946,20/02/2019,Nurma Syelin,5,like application,1,SYSTEM
947,20/02/2019,Salsa Raki,5,great useful better indonesia make farmers rich again,1,USEFULLNESS
948,19/02/2019,Aris Suyudi,5,nice n usefull applications,1,USEFULLNESS
949,19/02/2019,Brando Mulianton Marpaung,5,steady,1,SYSTEM
950,18/02/2019,Albert Nicholas,5,hours buy rice directly house salute process quick,1,USEFULLNESS
951,18/02/2019,Danny Cyanide,5,thank sir jokowi forward unicorn indonesia,1,USEFULLNESS
952,18/02/2019,awa azwar,5,hopefully advanced indonesian peasant farmers,1,USEFULLNESS
953,18/02/2019,Weway Wanplas,5,go farmer,1,USEFULLNESS
954,18/02/2019,Dony MPM,5,nice,1,USEFULLNESS
955,18/02/2019,choirul absor,5,nice,1,USEFULLNESS
956,17/02/2019,Muhamad Iqbal,5,good application market place,1,SYSTEM
957,17/02/2019,Rizka Aprilidya,5,best vegetable animal protein rice pieces so good know pleased tanihub lovers fruits vegetables suitable application,1,USEFULLNESS
958,17/02/2019,bestoe panggah,5,forward applications indonesia,1,SYSTEM
959,17/02/2019,A Google user,5,cool indonesian farmers advance,1,USEFULLNESS
960,17/02/2019,Hery Yahya,5,cheap price fresh products,1,USEFULLNESS
961,17/02/2019,Maviro Official,5,good olshop,1,USEFULLNESS
962,17/02/2019,Andy Shi,3,revisions registration succeeded five times experiment password field confirmation field rather prone error well confirmation email otp code email tends slower application inclusion otp experience ny fill application somewhat less rather slow somewhat slow response speed long loading,1,SYSTEM
963,17/02/2019,DARIUK Balikpapan,1,make account loading continued loading,0,SYSTEM
964,17/02/2019,A Google user,1,opened send pictures tell,0,SYSTEM
965,17/02/2019,Nugroho Anindyanto,1,loading,0,SYSTEM
966,14/02/2019,Bhanu Pradipta,5,beneficial consumers farmers dragon fruit quality good ordered without flaw rather long time yoo flood orders,1,SERVICE
967,14/02/2019,Yudi Lee,5,great experience,1,SERVICE
968,12/2/2019,Aditya Prasetyo,5,great application,1,SYSTEM
969,7/2/2019,Ermiati Madindra,5,good,1,USEFULLNESS
970,28/01/2019,Fita y,1,offering promo price order items sent eventually unilaterally canceled next time promo price offers customized existing stock php,0,SERVICE
971,28/01/2019,A Google user,1,complicated stock empty repeatedly,0,SERVICE
972,27/01/2019,A Google user,5,applications really mad delivery rapid ordered goods arrived already,1,SERVICE
973,27/01/2019,Iyan Hanafi Van Tony,3,pieces received almost rotten,0,SERVICE
974,27/01/2019,Indri Astriyani,3,ordered avocado butter came seem like avocado butter,0,SERVICE
975,25/01/2019,Baron Redi Janta,5,helpfull useful,1,USEFULLNESS
976,25/01/2019,Stefanus Tirtana,5,large dreams need lot struggle stakeholders field agriculture lets together,1,USEFULLNESS
977,25/01/2019,Elias Pikal,5,support local farmers,1,USEFULLNESS
978,25/01/2019,Irvan Rijali,4,edit pros fast delivery ripe fruit good driver though difficult night ushered cons update profile account still,1,SERVICE
979,23/01/2019,Tammy Rahmasari,5,refund done thanks,1,SYSTEM
980,22/01/2019,ari Kurniawan,5,nice and cheap,1,USEFULLNESS
981,21/01/2019,Natasya Feline,5, often buy shallots onions nice no foul keep,1,SERVICE
982,21/01/2019,Eka Yulrizal,1,would average stock bought empty everything,0,SERVICE
983,20/01/2019,Pamitra Wineka,5,buy local fruit supporting farmers indonesia tanihub bravo,1,USEFULLNESS
984,19/01/2019,soraya Nabila,5,price really suitable jogja market fruit also astonishing,1,SERVICE
985,19/01/2019,A Google user,5,fruit fresh vegetable,1,SERVICE
986,19/01/2019,A Google user,5,need wait uncle bring papaya mango banana guava fresh village thanks tani hub,,SERVICE
987,19/01/2019,A Google user,5,farmers continue exist answer tip sky child children agile also brave,1,SERVICE
988,18/01/2019,Pritasari Iheyrini,5,ordered morning came afternoon fruit also good,1,SERVICE
989,18/01/2019,A Google user,5,alhamdulilah thanks fresh dragon fruit message got home pm thanks already dropping effort really,1,SERVICE
990,18/01/2019,yenny darmawan,3,finally wednesday jan order came today jan certainty delivery refund message jan noon answers via email winds heaven solve problem would refund yaaaah tombstone jan hours day jan hours news complaint via email refund procedure informed whereas delivery area close dissappointing,0,SERVICE
991,18/01/2019,Valent Soemanto,1,courier friendly angrily search address though address standards clear often buy online never experience like friendly name courier dimas suwandri,0,SERVICE
992,18/01/2019,A Google user,1,fruit pretty good got vegetable almost rotten pack used sweet corn sent booking date jan goods shipped date day complaint directly via email tamara nisya prompted order sy quite dissapointed want order tanihub,0,SERVICE
993,18/01/2019,Tian Tarmana,1,sell continues fit clay local farmers understand hehe,0,USEFULLNESS
994,18/01/2019,Jenny Lesmana,1,contents stuff empty buy,0,SERVICE
995,16/01/2019,Safitri M,1,booking date jan still sent customer service email sent days already jan wow payment system changed ask customer service returns answered oh tanihub please dont first customer dissapointed,0,SERVICE
996,15/01/2019,Alif Aunurrofiq,3,really long process delivery yes already day accept goods well,0,SERVICE
997,1/15/2019,A Google user,2,many goods available,0,SERVICE
998,12/1/2019,Mr0czny Wongkar,5,order first day promo tomorow noon already reasonable late order ya later much less crowded know self promo best tanihub,1,SERVICE
999,1/12/2019,Melinda Surya,2,unexpected error occurred error request failed status code need restart application happlicationens see order status oh yes delivery really long ordered days ago,0,SYSTEM
1000,11/1/2019,A Google user,5,applications quite good product quality fast response customer service recommended,1,SERVICE
1001,11/1/2019,Istiqomah Ardiyanto,5,application supporting local farmers goods come nice packaging future order continue improved order avoid shipping services period application please also improved order faster experience slow trying order maybe traffic full far good like,1,SERVICE
1002,11/1/2019,Arsya Amirul Mukmin,5,application nice interesting please add many region many devotes including region city semarang,1,SERVICE
1003,11/1/2019,AGM Channel,4,goods already paid two days ago delivered status still processed,1,SERVICE
1004,1/11/2019,shane himawan,2,overnight recently wrote review goods sent suddenly sent sadly stufffed sent pinapple kg,1,SERVICE
1005,1/11/2019,Vera Septiana,2,order dr wednesday day orders arrived could money refunded,0,SERVICE
1006,11/1/2019,Tami Rachmat,1,order days yet sent uncertain,0,SERVICE
1007,10/1/2019,Shendy Marshilyana,5,good application,1,SYSTEM
1008,10/1/2019,Endang Suwarsih,5,nice application price streak free shipping,1,SERVICE
1009,10/1/2019,Dani Kurnia,5,unique cool make healthy living easier,1,USEFULLNESS
1010,10/1/2019,desi el humaira,1,still logged even though gmail active another way use yahoo forgotten password,0,SYSTEM
1011,9/1/2019,Cinthia Fani,5,tired registering sent verification code untill morning,0,SYSTEM
1012,9/1/2019,rere lie,4,successfully ordered yesterday tried still can't get application server error,1,SYSTEM
1013,1/9/2019,Ahmad Ma'sum,2,price cheap long delivery already want two days delivery status still packed continues already email well regard response well affection application column review columns chat also number call please improvement future thank,1,SERVICE
1014,9/1/2019,Farian Sakinah,1,email help center serves reply zendesk certainty order delivered,0,SERVICE
1015,9/1/2019,Ellen Pusparini,1,restarting login check delivery status,0,SYSTEM
1016,8/1/2019,Chomsani Nurhidayat,5,good,1,USEFULLNESS
1017,8/1/2019,Raditya Ariobimo,5,support farmers enjoying local fruit sweetness featured applications still limited like fruit much thanks tanihub,1,USEFULLNESS
1018,8/1/2019,Shafira Adlina,3,application old either memory cellphone cellphone good condition want register also error please correct,1,SYSTEM
1019,8/1/2019,IGNASPUT JOURNEY,3,orderred already monday morning delivery goods,0,SERVICE
1020,8/1/2019,Aghnia Saras,1,tried sign never received email containing verification code tried sign said email taken tried log entered password nothing,0,SYSTEM
1021,8/1/2019,Kang Adi,1,wrote list difficult,0,SERVICE
1022,7/1/2019,Ayaz Farm,5,application may able grow become advanced farmers,1,USEFULLNESS
1023,7/1/2019,Sandra,4,nice could developed,1,USEFULLNESS
1024,1/7/2019,Rian Rahmawan,2,fail for register first huh notif email login time taken,0,SYSTEM
1025,1/7/2019,Dewi Putri Suci Chichiw,2,register email taken said already tried different email reply,0,SYSTEM
1026,7/1/2019,ayu priyambodo,1,tried register twice registration got request time notification first time email taken second time tried log email supposedly registered work tried use forgot password feature also work really works application,0,SYSTEM
1027,7/1/2019,Lita Muwardani,1,error system email taken trying multiple emails improvement,0,SYSTEM
1028,7/1/2019,Ghana Nazala Putra,1,correct ordered already paid confirmation check order details appear request timeout sent good,0,SYSTEM
1029,7/1/2019,Widad Nasrikah,1,waiting confirmation code sm until logged no code,0,SYSTEM
1030,7/1/2019,rugun simatupang,1,already register confirmation code email,0,SYSTEM
1031,7/1/2019,Zuman Ritonga,1,think really promote local farmers think actually imported fruit seen type fruit runs uninstall sorry,0,USEFULLNESS
1032,6/1/2019,richard C,1,great idea products sent quality percent damaged,0,SERVICE
1033,4/1/2019,Al Kautsar M,4,great application unfortunately coffee bridge farmers coffee shops thanks,1,SERVICE
1034,31/12/2018,Budi Rachmat,1,app available xiaomi redmi prime,0,SYSTEM
1035,30/12/2018,Masuroh Jojo,5,many kinds products download today stock empty thanks forward tanihub,1,SERVICE
1036,29/12/2018,A Google user,5,agriculture technology tanihub,1,USEFULLNESS
1037,27/12/2018,marlindia ike,5,immediately try directly delivered today payment process completed try open application error application restarts please fixed error,1,SYSTEM
1038,26/12/2018,Ipeh Alena,1,already contacted via email refund still well received,0,SYSTEM
1039,20/12/2018,Grace Christiana,5,using application provide regular fruit consumption great prices even small bulk products fruits vegetable arrived safe tidy secure box fresh feels good stay healthy knowing contributing better cause long live local farmers,1,USEFULLNESS
1040,20/12/2018,m umar afifudin,5,good looks easy good,1,SYSTEM
1041,17/12/2018,A Lay,5,alhamdulillah called breakthrough keep going indonesian farmers,1,USEFULLNESS
1042,17/12/2018,Merlyn Motif,3,bought already registered checked still ca transfer completed full ca chat admin lots empty stuff cut enhancement feature note end checkout regretful thing ca get feedback rating buyer shame,0,SYSTEM
1043,12/17/2018,iqbal lazuardi,2,applications opened,0,SYSTEM
1044,17/12/2018,Herman K. Beta,1,stuck choosing shipping area can't explore,0,SYSTEM
1045,15/12/2018,Aribicara,4,cool son farmer village strongly support application advice input territory still small scope reach recommend cooperation coordinator district happenned region central java kebumen strongly supports application see every selling farm produce always cheap determines price realtor hopefully application substitute good realtor help farmers benefit farmers future application would harmful seek profit loss dr farmers growers cursed,1,USEFULLNESS
1046,15/12/2018,MIFN,3,bogor area support,0,SERVICE
1047,14/12/2018,Distiari Plusika,5,love applications,1,SYSTEM
1048,14/12/2018,Intan Sistumala,5,recommendations people lazy want shop modern supermarkets click choose many payment bank selection items shipped directly home delivering happiness local farmers turns continue help farmers harvest indonesia,1,USEFULLNESS
1049,14/12/2018,Darma Habibie,5,thanks need supermarkets fruit shop home click recommended applications,1,USEFULLNESS
1050,14/12/2018,Faizah Dzirwah A.,5,application good coupled attractive product info furthermore please put also search flowers thanks,1,SYSTEM
1051,14/12/2018,A Google user,4,good better traditional market buy supermarket quality supermarket traditional market price hours enhanced delivery faster,1,SERVICE
